company_key,signal_id,present,observed_date,strength,confidence,source,url
CROSS KEY MARINE CANVAS AND UPHOLSTERY|KEY LARGO,fmcsa_fleet_size,true,20251211 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=824354
CROSS KEY MARINE CANVAS AND UPHOLSTERY|KEY LARGO,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=824354
ASAP|TAVERNIER,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
ASAP|TAVERNIER,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
ASAP|TAVERNIER,fmcsa_new_dot_12mo,false,1999-07-23,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=820376
ASAP|TAVERNIER,fmcsa_fleet_size,true,20250601 0,0.500,"5 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=820376
ASAP|TAVERNIER,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=820376
FLORIDA DETENTION SYSTEMS|MELROSE,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
FLORIDA DETENTION SYSTEMS|MELROSE,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
FLORIDA DETENTION SYSTEMS|MELROSE,fmcsa_new_dot_12mo,false,2010-08-05,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2063063
FLORIDA DETENTION SYSTEMS|MELROSE,fmcsa_fleet_size,true,20260217 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2063063
FLORIDA DETENTION SYSTEMS|MELROSE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2063063
TAYLORS BUILDING SUPPLY|EASTPOINT,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
TAYLORS BUILDING SUPPLY|EASTPOINT,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
TAYLORS BUILDING SUPPLY|EASTPOINT,fmcsa_new_dot_12mo,false,2000-05-16,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=880560
TAYLORS BUILDING SUPPLY|EASTPOINT,fmcsa_fleet_size,true,20241024 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=880560
TAYLORS BUILDING SUPPLY|EASTPOINT,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=880560
BYRDS MOBILE HOME SALES|SAN MATEO,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
BYRDS MOBILE HOME SALES|SAN MATEO,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
BYRDS MOBILE HOME SALES|SAN MATEO,fmcsa_new_dot_12mo,false,2003-09-05,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1165975
BYRDS MOBILE HOME SALES|SAN MATEO,fmcsa_fleet_size,true,20250501 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1165975
BYRDS MOBILE HOME SALES|SAN MATEO,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1165975
POWELLS HEAVY EQUIPMENT|BONIFAY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
POWELLS HEAVY EQUIPMENT|BONIFAY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
POWELLS HEAVY EQUIPMENT|BONIFAY,fmcsa_new_dot_12mo,false,2001-10-04,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=982051
POWELLS HEAVY EQUIPMENT|BONIFAY,fmcsa_fleet_size,true,20250213 0,0.400,"4 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=982051
POWELLS HEAVY EQUIPMENT|BONIFAY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=982051
SINGLETARY TRUCKING AND HAULING|MAYO,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
SINGLETARY TRUCKING AND HAULING|MAYO,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
SINGLETARY TRUCKING AND HAULING|MAYO,fmcsa_new_dot_12mo,false,1992-02-10,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=470597
SINGLETARY TRUCKING AND HAULING|MAYO,fmcsa_fleet_size,true,20260224 0,0.500,"5 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=470597
SINGLETARY TRUCKING AND HAULING|MAYO,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=470597
F AND R TRUSS|BONIFAY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
F AND R TRUSS|BONIFAY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
F AND R TRUSS|BONIFAY,fmcsa_new_dot_12mo,false,2001-01-29,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=928999
F AND R TRUSS|BONIFAY,fmcsa_fleet_size,true,20250909 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=928999
F AND R TRUSS|BONIFAY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=928999
SOUTHERN TESTING AND DRILLING|CHIPLEY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
SOUTHERN TESTING AND DRILLING|CHIPLEY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
SOUTHERN TESTING AND DRILLING|CHIPLEY,fmcsa_new_dot_12mo,false,1997-01-17,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=673073
SOUTHERN TESTING AND DRILLING|CHIPLEY,fmcsa_fleet_size,true,20250702 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=673073
SOUTHERN TESTING AND DRILLING|CHIPLEY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=673073
STICKS AND STONES DIST|SANTA ROSA BEACH,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
STICKS AND STONES DIST|SANTA ROSA BEACH,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
STICKS AND STONES DIST|SANTA ROSA BEACH,fmcsa_new_dot_12mo,false,2006-04-13,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1487668
STICKS AND STONES DIST|SANTA ROSA BEACH,fmcsa_fleet_size,true,20260324 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1487668
STICKS AND STONES DIST|SANTA ROSA BEACH,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1487668
TREGONING INDUSTRIES|MACCLENNY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
TREGONING INDUSTRIES|MACCLENNY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
TREGONING INDUSTRIES|MACCLENNY,fmcsa_new_dot_12mo,false,2000-06-28,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=890391
TREGONING INDUSTRIES|MACCLENNY,fmcsa_fleet_size,true,20260508 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=890391
TREGONING INDUSTRIES|MACCLENNY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=890391
MARIANNA TRUSS|MARIANNA,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
MARIANNA TRUSS|MARIANNA,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
MARIANNA TRUSS|MARIANNA,fmcsa_new_dot_12mo,false,2023-01-06,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4007133
MARIANNA TRUSS|MARIANNA,fmcsa_fleet_size,true,20250220 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4007133
MARIANNA TRUSS|MARIANNA,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4007133
PROVENCHER PIERS|FREEPORT,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
PROVENCHER PIERS|FREEPORT,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
PROVENCHER PIERS|FREEPORT,fmcsa_new_dot_12mo,false,2004-07-27,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1270254
PROVENCHER PIERS|FREEPORT,fmcsa_fleet_size,true,20250312 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1270254
PROVENCHER PIERS|FREEPORT,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1270254
WEST ISLES TRADING|CUDJOE KEY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
WEST ISLES TRADING|CUDJOE KEY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
WEST ISLES TRADING|CUDJOE KEY,fmcsa_new_dot_12mo,false,2005-04-12,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1359233
WEST ISLES TRADING|CUDJOE KEY,fmcsa_fleet_size,true,20260323 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1359233
WEST ISLES TRADING|CUDJOE KEY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1359233
CARTERCRAFT ROOFING|FREEPORT,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
CARTERCRAFT ROOFING|FREEPORT,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
CARTERCRAFT ROOFING|FREEPORT,fmcsa_new_dot_12mo,false,2019-02-22,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3249268
CARTERCRAFT ROOFING|FREEPORT,fmcsa_fleet_size,true,20260326 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3249268
CARTERCRAFT ROOFING|FREEPORT,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3249268
BUILDERS CHOICE SUPPLY|LABELLE,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
BUILDERS CHOICE SUPPLY|LABELLE,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
BUILDERS CHOICE SUPPLY|LABELLE,fmcsa_new_dot_12mo,true,2026-01-16,0.700,USDOT 4519799 registered 2026-01-16,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4519799
BUILDERS CHOICE SUPPLY|LABELLE,fmcsa_fleet_size,true,20260116 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4519799
BUILDERS CHOICE SUPPLY|LABELLE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4519799
BUILDERS CHOICE SUPPLY|LABELLE,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
BUILDERS CHOICE SUPPLY|LABELLE,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
BUILDERS CHOICE SUPPLY|LABELLE,fmcsa_new_dot_12mo,false,2023-11-09,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4155134
BUILDERS CHOICE SUPPLY|LABELLE,fmcsa_fleet_size,true,20241105 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4155134
BUILDERS CHOICE SUPPLY|LABELLE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4155134
SUNCOAST TRANSPORT ENTERPRISES|LAKE CITY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
SUNCOAST TRANSPORT ENTERPRISES|LAKE CITY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
SUNCOAST TRANSPORT ENTERPRISES|LAKE CITY,fmcsa_new_dot_12mo,false,2000-06-08,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=885761
SUNCOAST TRANSPORT ENTERPRISES|LAKE CITY,fmcsa_fleet_size,true,20260527 1,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=885761
SUNCOAST TRANSPORT ENTERPRISES|LAKE CITY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=885761
EARTHGREEN FARMS|MADISON,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
EARTHGREEN FARMS|MADISON,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
EARTHGREEN FARMS|MADISON,fmcsa_new_dot_12mo,false,2001-10-11,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=983242
